brand,model,year,variant,price_usd,battery_capacity_kwh,range_miles,charging_speed_kw,acceleration_0_60_mph,top_speed_mph,horsepower,torque_nm,drive_type,seating_capacity,body_type,cargo_volume_cubic_ft,weight_kg,safety_rating,autopilot_level,country_of_origin,market_segment,annual_sales_units,customer_rating,warranty_years,price_per_kwh,efficiency,power_to_weight,cluster
Hyundai,Ioniq,2025,Standard,59265.27,76.5,288.0,123.1,5.71,166.0,648.0,577.0,AWD,5,Van,77.9,1500.0,5,0,South Korea,Mid-range,55296.0,3.41,4.0,774.7094117647058,3.764705882352941,432.0,1
Audi,Q6 e-tron,2023,Base,103373.32,48.0,165.0,87.7,6.98,147.0,784.0,695.0,AWD,5,Sedan,39.7,1652.0,4,1,Germany,Luxury,46342.0,3.62,5.0,2153.6108333333336,3.4375,474.5762711864407,1
Volkswagen,ID. Buzz,2025,Base,65624.38,83.8,327.0,93.1,5.42,166.0,665.0,569.0,FWD,5,Sedan,23.0,1849.0,5,1,Germany,Premium,228265.0,3.75,3.0,783.1071599045347,3.902147971360382,359.65386695511086,0
Audi,Q6 e-tron,2023,Premium,94046.97,47.5,160.0,109.3,6.08,155.0,683.0,576.0,AWD,5,Truck,56.0,2616.0,5,2,Germany,Premium,36637.0,3.22,6.5,1979.936210526316,3.3684210526315788,261.085626911315,1
BMW,i5,2024,Base,85524.8,65.2,228.0,67.6,6.42,154.0,634.0,525.0,AWD,7,SUV,57.5,1949.0,5,2,Germany,Premium,61102.0,3.24,6.5,1311.7300613496932,3.496932515337423,325.29502308876346,1
Tesla,Model 3,2025,Long Range,37324.82,100.2,350.0,328.5,5.1,169.0,239.0,219.0,RWD,5,Coupe,37.6,1636.0,3,2,US,Mid-range,182729.0,3.94,6.0,372.50319361277445,3.493013972055888,146.0880195599022,0
NIO,EL8,2023,Standard,65637.97,69.5,270.0,97.9,5.86,162.0,521.0,458.0,FWD,5,Hatchback,34.1,1846.0,5,0,China,Premium,24026.0,3.35,4.0,944.4312230215828,3.884892086330935,282.23185265438786,1
Ford,F-150 Lightning,2025,Standard,71166.51,63.6,211.0,145.7,5.67,168.0,779.0,697.0,FWD,2,Truck,59.3,2632.0,4,1,US,Premium,29813.0,3.63,3.0,1118.9702830188678,3.3176100628930816,295.97264437689967,1
BMW,iX,2021,Performance,122478.25,85.4,288.0,235.7,3.68,194.0,1000.0,890.0,AWD,5,Hatchback,32.7,1612.0,3,1,Germany,Luxury,61194.0,3.64,6.0,1434.1715456674472,3.372365339578454,620.3473945409429,0
Hyundai,Kona Electric,2025,Standard,33895.78,72.7,271.0,66.4,6.62,148.0,222.0,200.0,FWD,5,Sedan,26.3,1542.0,4,2,South Korea,Budget,74203.0,3.74,4.0,466.2418156808803,3.7276478679504814,143.96887159533074,1
Audi,e-tron GT,2026,Premium,101046.9,80.3,301.0,125.2,5.24,174.0,736.0,669.0,RWD,5,SUV,39.5,2084.0,4,1,Germany,Luxury,68624.0,3.78,6.5,1258.3673723536738,3.7484433374844337,353.1669865642994,0
BYD,Max,2026,Long Range,92693.85,89.9,310.0,124.3,5.7,159.0,1000.0,871.0,RWD,7,Truck,56.9,2517.0,5,0,China,Premium,133159.0,3.42,4.0,1031.0773081201337,3.4482758620689653,397.29837107667856,0
BYD,Atto 3,2026,Performance,110109.78,119.3,403.0,240.3,2.97,200.0,1000.0,912.0,AWD,7,Van,68.8,1500.0,4,2,China,Luxury,116675.0,4.19,4.0,922.9654652137468,3.378038558256496,666.6666666666666,0
GM/Chevrolet,Equinox EV,2026,Premium,81491.33,73.3,257.0,131.5,7.51,145.0,1000.0,849.0,RWD,5,SUV,65.3,2230.0,3,0,US,Premium,15310.0,3.75,4.0,1111.750750341064,3.5061391541609823,448.4304932735426,1
Tesla,Cybertruck,2022,Base,83011.59,78.2,288.0,207.7,6.44,147.0,570.0,470.0,FWD,5,Truck,64.0,2568.0,4,2,US,Premium,132378.0,4.12,5.0,1061.529283887468,3.682864450127877,221.9626168224299,1
Ford,F-150 Lightning,2025,Premium,44324.9,61.8,198.0,133.7,7.39,139.0,367.0,300.0,AWD,2,Truck,59.1,2675.0,4,1,US,Mid-range,57644.0,3.48,4.0,717.2313915857605,3.2038834951456314,137.196261682243,1
Ford,F-150 Lightning,2026,Premium,95704.24,84.6,300.0,52.9,5.0,176.0,1000.0,887.0,RWD,2,Truck,75.9,2262.0,5,0,US,Premium,70819.0,3.48,4.0,1131.2557919621752,3.546099290780142,442.0866489832007,0
Ford,Explorer EV,2025,Base,31805.75,48.6,157.0,114.5,5.16,168.0,188.0,200.0,RWD,5,Truck,74.5,2587.0,4,0,US,Budget,49546.0,3.24,3.0,654.4393004115226,3.230452674897119,72.67104754541941,1
BYD,Max,2023,Long Range,99850.08,105.9,400.0,137.0,5.55,171.0,1000.0,900.0,FWD,7,Truck,70.3,2608.0,5,0,China,Premium,207644.0,3.65,3.0,942.8713881019828,3.777148253068933,383.4355828220859,0
GM/Chevrolet,Blazer EV,2024,Premium,70082.06,42.6,156.0,68.7,5.71,161.0,940.0,844.0,AWD,7,Hatchback,27.2,1500.0,5,1,US,Premium,20253.0,3.14,3.0,1645.118779342723,3.661971830985916,626.6666666666667,1
GM/Chevrolet,Silverado EV,2024,Standard,61767.69,48.0,161.0,76.8,6.23,155.0,875.0,799.0,FWD,7,SUV,55.2,1989.0,4,0,US,Mid-range,27695.0,3.08,4.0,1286.826875,3.3541666666666665,439.9195575666164,1
BMW,i4,2022,Base,87727.18,75.1,238.0,96.5,6.69,150.0,650.0,644.0,FWD,7,Van,79.9,1500.0,5,1,Germany,Premium,35030.0,3.42,6.0,1168.1382157123835,3.1691078561917445,433.33333333333337,1
GM/Chevrolet,Bolt EUV,2025,Standard,29502.2,67.8,248.0,100.0,7.13,142.0,218.0,200.0,RWD,7,Hatchback,37.7,1722.0,4,1,US,Budget,19509.0,3.46,3.0,435.1356932153392,3.657817109144543,126.59698025551684,1
Kia,EV6,2026,Premium,81787.56,61.8,200.0,101.7,5.15,173.0,967.0,895.0,RWD,7,Coupe,19.8,1500.0,3,0,South Korea,Premium,103637.0,3.28,4.0,1323.4233009708737,3.236245954692557,644.6666666666667,0
BYD,Atto 3,2025,Performance,94900.11,105.2,381.0,214.4,3.93,190.0,1000.0,907.0,AWD,5,Hatchback,25.2,1500.0,5,0,China,Premium,172031.0,3.92,3.0,902.0923003802282,3.621673003802281,666.6666666666666,0
Audi,Q6 e-tron,2024,Premium,105361.9,71.8,263.0,52.5,7.12,144.0,753.0,661.0,FWD,5,Coupe,39.5,1500.0,5,2,Germany,Luxury,22361.0,3.64,6.5,1467.4359331476323,3.6629526462395545,502.0,1
Kia,Picanto EV,2022,Standard,39229.86,42.7,154.0,100.5,5.09,170.0,325.0,298.0,FWD,5,Hatchback,18.0,1570.0,4,0,South Korea,Mid-range,92917.0,3.02,4.0,918.7320843091336,3.60655737704918,207.0063694267516,1
Hyundai,Ioniq,2025,Performance,95402.2,91.6,321.0,184.8,4.44,187.0,1000.0,888.0,AWD,7,Coupe,25.2,1627.0,4,1,South Korea,Premium,124589.0,3.85,4.0,1041.5087336244542,3.5043668122270746,614.6281499692686,0
Toyota,bZ Compact SUV,2025,Long Range,84185.72,103.8,377.0,121.9,5.79,165.0,1000.0,868.0,FWD,5,SUV,60.4,1969.0,5,1,Japan,Premium,15914.0,3.93,4.0,811.0377649325627,3.631984585741811,507.8720162519045,0
Kia,EV9,2024,Base,36206.52,53.7,182.0,132.1,6.92,143.0,296.0,296.0,AWD,7,SUV,60.1,2343.0,4,0,South Korea,Mid-range,96649.0,3.22,5.0,674.2368715083797,3.3891992551210426,126.33376013657704,1
Hyundai,Ioniq 5,2026,Standard,60217.03,73.9,251.0,102.4,6.68,159.0,721.0,665.0,FWD,5,SUV,41.2,2085.0,4,0,South Korea,Mid-range,83698.0,3.17,5.0,814.8447902571041,3.3964817320703653,345.8033573141487,1
Kia,Sportage EV,2025,Premium,76146.1,42.4,175.0,62.2,7.08,146.0,931.0,831.0,FWD,5,SUV,46.6,1980.0,4,0,South Korea,Premium,86432.0,3.41,5.0,1795.8985849056603,4.127358490566038,470.20202020202015,1
Mercedes,GLE EV,2025,Premium,158316.83,76.0,241.0,96.3,5.44,164.0,1000.0,889.0,AWD,5,Van,73.7,1882.0,5,2,Germany,Luxury,22636.0,3.82,6.0,2083.116184210526,3.171052631578948,531.3496280552603,0
Rivian,R3,2025,Performance,109164.41,79.6,288.0,191.9,3.34,197.0,1000.0,857.0,AWD,5,Hatchback,39.1,1853.0,5,1,US,Luxury,19234.0,3.75,4.0,1371.4121859296483,3.618090452261306,539.6654074473827,0
Kia,Niro EV,2025,Premium,108567.95,56.3,197.0,122.5,5.25,165.0,1000.0,911.0,AWD,7,Van,74.4,1655.0,4,0,South Korea,Luxury,139588.0,3.58,4.0,1928.3827708703373,3.49911190053286,604.2296072507553,0
GM/Chevrolet,Silverado EV,2024,Base,33469.38,55.2,198.0,50.6,7.96,130.0,287.0,257.0,FWD,5,SUV,57.3,2124.0,4,0,US,Budget,2373.0,3.27,3.0,606.3293478260869,3.5869565217391304,135.12241054613935,1
Kia,Sportage EV,2024,Premium,72898.84,65.7,244.0,77.2,5.44,172.0,843.0,702.0,AWD,5,SUV,36.9,1586.0,5,0,South Korea,Premium,78422.0,3.48,5.0,1109.5713850837135,3.713850837138508,531.5258511979823,0
Kia,Sportage EV,2026,Base,72429.61,64.2,178.0,50.8,6.33,153.0,877.0,756.0,RWD,5,SUV,46.5,1686.0,5,0,South Korea,Premium,52716.0,3.0,4.0,1128.1870716510905,2.7725856697819315,520.1660735468565,1
Volkswagen,ID. Aero,2024,Performance,90339.09,78.1,263.0,193.1,4.36,181.0,986.0,890.0,AWD,5,SUV,50.4,2218.0,4,0,Germany,Premium,202441.0,3.2,3.0,1156.7104993597952,3.367477592829706,444.5446348061317,0
NIO,EL6,2024,Long Range,99775.41,109.9,380.0,65.6,5.18,171.0,958.0,836.0,RWD,5,SUV,63.5,1845.0,4,2,China,Premium,27479.0,3.57,4.0,907.8745222929936,3.457688808007279,519.2411924119241,0
Rivian,R2,2026,Long Range,98562.96,97.1,316.0,50.1,5.61,160.0,1000.0,952.0,AWD,7,SUV,58.8,2158.0,3,0,US,Premium,20133.0,3.71,6.0,1015.0665293511844,3.2543769309989705,463.3920296570899,0
Volkswagen,ID. Buzz,2025,Premium,45327.13,67.8,261.0,127.3,7.88,132.0,357.0,330.0,AWD,5,Coupe,20.5,1619.0,4,0,Germany,Mid-range,299882.0,3.61,3.0,668.5417404129794,3.849557522123894,220.5064854848672,1
Porsche,Macan Electric,2025,Standard,167624.71375,78.1,296.0,229.0,6.69,148.0,990.0,873.0,AWD,7,Coupe,17.2,1665.0,4,0,Germany,Luxury,21608.0,3.85,6.0,2146.283146606914,3.7900128040973113,594.5945945945946,0
Mercedes,EQG,2025,Long Range,94596.53,77.5,267.0,149.8,4.86,167.0,486.0,470.0,AWD,5,Coupe,31.6,1500.0,5,2,Germany,Premium,48573.0,3.82,5.0,1220.6003870967745,3.445161290322581,324.0,1
Tesla,Model S,2021,Premium,108109.05,82.6,273.0,272.2,7.76,128.0,740.0,654.0,AWD,5,Van,65.7,1524.0,4,2,US,Luxury,201131.0,3.9,5.0,1308.8262711864409,3.305084745762712,485.56430446194224,1
Rivian,R2,2025,Base,79447.62,60.5,184.0,86.2,5.83,158.0,619.0,525.0,AWD,7,Truck,67.2,2460.0,5,0,US,Premium,21177.0,3.42,5.0,1313.1838016528925,3.041322314049587,251.62601626016263,1
Mercedes,EQC,2026,Premium,151394.73,70.8,264.0,136.9,6.41,153.0,1000.0,939.0,AWD,5,Van,60.1,1500.0,5,1,Germany,Luxury,37405.0,3.71,6.0,2138.343644067797,3.728813559322034,666.6666666666666,0
Volkswagen,ID. Buzz,2026,Long Range,42399.68,101.9,356.0,96.8,4.99,186.0,269.0,207.0,FWD,5,Hatchback,29.9,1500.0,4,0,Germany,Mid-range,252676.0,3.68,5.0,416.0910696761531,3.493621197252208,179.33333333333334,1
Ford,Explorer EV,2023,Performance,78508.55,73.0,274.0,224.9,2.91,200.0,915.0,850.0,RWD,5,Van,70.1,1650.0,4,1,US,Premium,51688.0,3.3,3.0,1075.459589041096,3.7534246575342474,554.5454545454546,0
Tesla,Cybertruck,2022,Premium,154962.64,53.2,157.0,316.3,7.79,135.0,1000.0,884.0,AWD,5,Truck,78.2,1876.0,5,2,US,Luxury,148718.0,3.67,6.0,2912.8315789473686,2.951127819548872,533.0490405117271,1
BYD,Yuan Plus,2023,Long Range,44084.51,94.0,330.0,88.8,4.32,179.0,505.0,466.0,RWD,7,Coupe,29.7,1693.0,4,1,China,Mid-range,187463.0,3.67,3.0,468.98414893617024,3.5106382978723403,298.2870643827525,0
Rivian,R1S,2022,Base,64347.55,45.6,150.0,110.6,6.54,152.0,150.0,200.0,RWD,7,SUV,46.2,2128.0,5,1,US,Mid-range,3522.0,3.26,5.0,1411.1304824561405,3.289473684210526,70.48872180451129,1
BYD,Atto 3,2022,Base,21384.75,62.9,201.0,67.5,6.88,146.0,173.0,200.0,RWD,5,Hatchback,37.1,1781.0,5,0,China,Budget,233873.0,3.28,3.0,339.98012718600955,3.1955484896661366,97.13644020213364,1
GM/Chevrolet,Bolt EV,2025,Base,60512.96,58.6,258.0,69.4,7.07,146.0,780.0,691.0,AWD,7,Hatchback,24.1,1720.0,5,0,US,Mid-range,12934.0,3.42,5.0,1032.6443686006826,4.402730375426621,453.4883720930232,1
Volkswagen,ID. Aero,2021,Long Range,76214.9,92.3,348.0,138.4,5.53,172.0,859.0,782.0,RWD,5,Truck,71.9,2363.0,5,2,Germany,Premium,249899.0,3.71,4.0,825.7302275189599,3.770314192849405,363.5209479475243,0
Rivian,R1S,2026,Premium,110739.07,48.4,163.0,78.5,7.01,146.0,1000.0,896.0,RWD,5,Sedan,37.6,1664.0,5,1,US,Luxury,26386.0,3.24,6.0,2287.997314049587,3.3677685950413223,600.9615384615385,1
BMW,i7,2023,Base,89651.14,73.1,249.0,98.1,5.68,165.0,711.0,632.0,RWD,5,Truck,78.6,2470.0,4,1,Germany,Premium,72062.0,3.37,6.0,1226.417783857729,3.406292749658003,287.8542510121457,1
Tesla,Model 3,2023,Performance,125634.38,79.6,268.0,325.0,3.23,195.0,906.0,862.0,RWD,7,Hatchback,15.1,1567.0,5,2,US,Luxury,223587.0,3.94,4.0,1578.3213567839198,3.3668341708542715,578.174856413529,0
BMW,i3,2025,Base,93156.19,74.6,254.0,78.5,7.38,143.0,683.0,632.0,FWD,5,Van,60.1,1564.0,4,2,Germany,Premium,71204.0,3.55,6.5,1248.742493297587,3.404825737265416,436.7007672634271,1
Tesla,Cybertruck,2022,Long Range,93999.45,88.3,333.0,289.1,5.84,167.0,703.0,641.0,FWD,5,Truck,66.0,2476.0,5,2,US,Premium,124977.0,3.96,5.0,1064.5464326160816,3.7712344280860703,283.92568659127625,0
Toyota,bZ Compact SUV,2023,Premium,52160.99,69.4,234.0,77.8,6.21,169.0,511.0,481.0,RWD,7,SUV,40.0,2088.0,5,0,Japan,Mid-range,7110.0,3.56,4.0,751.5992795389049,3.3717579250720457,244.73180076628356,1
Volkswagen,ID.4,2025,Base,78698.7,67.4,200.0,139.9,5.73,164.0,839.0,744.0,RWD,5,Coupe,26.0,1649.0,5,0,Germany,Premium,200182.0,3.41,4.0,1167.6364985163204,2.967359050445104,508.7932080048514,1
Tesla,Model S,2021,Base,109935.85,84.2,288.0,209.4,7.62,127.0,738.0,699.0,AWD,7,Truck,78.2,2219.0,4,3,US,Luxury,117148.0,3.95,5.0,1305.6514251781473,3.4204275534441804,332.58224425416853,1
Hyundai,Kona Electric,2024,Performance,43667.25,83.3,299.0,234.7,3.13,198.0,465.0,435.0,AWD,5,Van,77.7,1707.0,4,1,South Korea,Mid-range,71109.0,3.49,5.0,524.2166866746699,3.589435774309724,272.40773286467487,0
Tesla,Model 3,2021,Standard,24979.98,81.1,271.0,326.8,6.83,135.0,150.0,200.0,RWD,5,Hatchback,27.6,1500.0,5,3,US,Budget,132068.0,3.73,4.0,308.0145499383477,3.341553637484587,100.0,1
GM/Chevrolet,Blazer EV,2024,Base,58716.57,83.6,313.0,112.5,6.87,153.0,744.0,635.0,FWD,5,Sedan,22.4,1754.0,5,1,US,Mid-range,22110.0,3.62,3.0,702.3513157894737,3.744019138755981,424.1733181299886,1
BYD,Qin,2024,Base,17777.32,78.0,280.0,108.1,7.53,142.0,175.0,200.0,FWD,7,Hatchback,36.4,1788.0,4,0,China,Budget,212740.0,3.54,4.0,227.91435897435895,3.58974358974359,97.87472035794184,1
Audi,Q4 e-tron,2026,Performance,163470.92,73.4,267.0,163.1,3.82,196.0,1000.0,897.0,RWD,7,Sedan,16.6,1500.0,5,2,Germany,Luxury,31112.0,3.43,6.0,2227.124250681199,3.637602179836512,666.6666666666666,0
BYD,Seagull,2021,Base,53782.86,84.7,314.0,91.0,5.94,169.0,521.0,468.0,RWD,5,Van,62.5,1599.0,4,1,China,Mid-range,162990.0,3.75,3.0,634.9806375442739,3.707201889020071,325.8286429018136,1
Kia,Niro EV,2026,Performance,110515.91,78.1,283.0,217.4,2.89,200.0,1000.0,881.0,AWD,5,Coupe,24.1,1738.0,5,0,South Korea,Luxury,62032.0,3.56,3.0,1415.0564660691423,3.623559539052497,575.3739930955121,0
Ford,Explorer EV,2025,Performance,106247.4,72.9,277.0,158.2,2.58,200.0,1000.0,873.0,FWD,5,Coupe,24.4,1701.0,5,0,US,Luxury,49209.0,3.4,3.0,1457.4403292181069,3.799725651577503,587.8894767783656,0
Volkswagen,ID.3,2026,Base,56734.76,49.7,207.0,87.7,5.23,168.0,586.0,478.0,AWD,7,Hatchback,16.6,1500.0,4,0,Germany,Mid-range,257294.0,3.13,4.0,1141.544466800805,4.1649899396378265,390.6666666666667,1
Hyundai,Ioniq,2025,Long Range,74693.36,95.4,340.0,66.6,4.63,186.0,972.0,902.0,RWD,7,Hatchback,24.5,1739.0,5,1,South Korea,Premium,138161.0,3.52,4.0,782.9492662473795,3.5639412997903563,558.9419206440483,0
Kia,Picanto EV,2020,Base,44609.33,80.3,255.0,124.3,6.52,155.0,414.0,337.0,RWD,7,Sedan,22.4,1545.0,4,0,South Korea,Mid-range,62067.0,3.61,5.0,555.5333748443338,3.175591531755916,267.96116504854365,1
Tesla,Cybertruck,2023,Premium,118800.8,54.2,203.0,340.1,6.1,162.0,891.0,851.0,FWD,7,Truck,50.1,2562.0,4,3,US,Luxury,197139.0,3.38,5.0,2191.8966789667898,3.7453874538745375,347.7751756440281,1
Volkswagen,ID. Aero,2023,Standard,51298.81,63.2,237.0,118.9,5.83,162.0,397.0,310.0,RWD,5,Coupe,26.9,1555.0,5,1,Germany,Mid-range,222298.0,3.5,3.0,811.6900316455695,3.75,255.3054662379421,1
BMW,i4,2023,Performance,130983.67,110.9,390.0,244.7,2.51,200.0,1000.0,878.0,RWD,7,Van,73.1,1500.0,5,2,Germany,Luxury,64205.0,3.82,5.0,1181.0971145175831,3.51668169522092,666.6666666666666,0
BMW,i7,2026,Premium,125746.52,63.5,224.0,141.3,5.05,168.0,1000.0,906.0,AWD,5,Hatchback,22.1,1500.0,3,2,Germany,Luxury,62950.0,3.45,6.0,1980.260157480315,3.52755905511811,666.6666666666666,0
Tesla,Model S,2024,Long Range,75201.32,102.8,370.0,342.3,4.03,185.0,592.0,509.0,RWD,5,Truck,62.1,2460.0,5,2,US,Premium,105880.0,4.11,4.0,731.5303501945526,3.599221789883269,240.65040650406505,0
BMW,iX,2021,Standard,82329.27,71.8,258.0,61.1,7.05,150.0,569.0,534.0,RWD,7,Hatchback,15.7,1723.0,4,1,Germany,Premium,59553.0,3.74,6.0,1146.6472144846798,3.5933147632311977,330.2379570516541,1
BYD,Atto 3,2021,Performance,91712.12,80.1,268.0,233.5,3.28,193.0,1000.0,900.0,RWD,5,Hatchback,19.5,1550.0,5,1,China,Premium,177248.0,3.63,3.0,1144.9702871410736,3.3458177278402,645.1612903225806,0
BYD,Qin,2020,Long Range,36752.05,84.7,308.0,134.6,4.59,189.0,380.0,353.0,FWD,5,Sedan,22.8,1500.0,4,1,China,Mid-range,178041.0,3.55,4.0,433.9085005903188,3.636363636363636,253.33333333333331,0
Mercedes,EQS,2025,Base,136918.85,55.5,195.0,96.2,6.97,148.0,822.0,776.0,AWD,7,Coupe,25.1,1500.0,5,1,Germany,Luxury,59537.0,3.51,6.5,2467.006306306306,3.5135135135135136,548.0,1
Mercedes,EQE,2023,Long Range,142535.28,94.3,305.0,114.0,5.66,169.0,843.0,766.0,FWD,7,Sedan,30.1,1500.0,4,1,Germany,Luxury,32410.0,3.94,6.5,1511.508801696713,3.2343584305408277,562.0,0
Volkswagen,ID. Aero,2025,Performance,68256.27,92.8,334.0,227.4,3.85,182.0,714.0,587.0,RWD,5,Sedan,22.1,1589.0,5,0,Germany,Premium,215601.0,3.82,5.0,735.520150862069,3.5991379310344827,449.33920704845815,0
BMW,i3,2025,Premium,127970.02,52.7,181.0,97.5,5.26,171.0,1000.0,895.0,RWD,5,Coupe,18.8,1671.0,5,2,Germany,Luxury,25659.0,3.39,6.5,2428.273624288425,3.4345351043643264,598.4440454817475,0
BYD,Yuan Plus,2026,Base,71806.41,73.0,253.0,140.1,5.98,163.0,820.0,765.0,AWD,5,Sedan,18.5,1702.0,4,0,China,Premium,163682.0,3.35,3.0,983.6494520547946,3.4657534246575343,481.786133960047,0
BYD,Qin,2023,Performance,54457.48,80.6,251.0,242.0,4.26,193.0,518.0,459.0,AWD,5,Truck,74.1,2307.0,4,0,China,Mid-range,205191.0,3.38,4.0,675.6511166253102,3.114143920595534,224.53402687472908,0
Tesla,Model X,2025,Performance,40997.3,73.3,261.0,282.8,3.51,198.0,238.0,200.0,AWD,5,Sedan,19.9,1637.0,5,3,US,Mid-range,192699.0,3.73,4.0,559.3083219645293,3.5607094133697137,145.38790470372635,0
Tesla,Model 3,2026,Performance,147080.28,107.7,395.0,234.9,3.36,195.0,1000.0,883.0,AWD,7,Sedan,15.1,1521.0,5,2,US,Luxury,199927.0,4.26,5.0,1365.6479108635097,3.6675951717734447,657.4621959237344,0
Kia,EV9,2026,Performance,78041.17,113.5,407.0,168.5,4.13,185.0,895.0,813.0,RWD,5,SUV,58.0,2121.0,5,0,South Korea,Premium,103428.0,3.83,4.0,687.5874008810573,3.5859030837004404,421.970768505422,0
BYD,Seagull,2026,Performance,95761.12,80.6,277.0,210.5,3.84,181.0,1000.0,922.0,RWD,5,Coupe,21.7,1789.0,4,1,China,Premium,171938.0,3.56,3.0,1188.1032258064515,3.436724565756824,558.9714924538849,0
Volkswagen,ID. Buzz,2024,Premium,74047.12,72.6,248.0,77.4,6.4,154.0,808.0,703.0,RWD,5,Coupe,19.4,1522.0,5,1,Germany,Premium,290963.0,3.67,4.0,1019.932782369146,3.415977961432507,530.8804204993429,1
BMW,i5,2021,Premium,139020.51,63.5,232.0,149.7,7.84,131.0,1000.0,950.0,FWD,5,Truck,58.7,2464.0,5,1,Germany,Luxury,48199.0,3.44,5.0,2189.29937007874,3.6535433070866143,405.8441558441559,1
Volkswagen,ID. Aero,2021,Standard,60392.45,68.0,225.0,133.0,7.28,137.0,628.0,523.0,RWD,7,Truck,54.4,2360.0,3,1,Germany,Mid-range,256880.0,3.23,3.0,888.1242647058823,3.3088235294117645,266.10169491525426,1
Kia,Sportage EV,2020,Standard,26731.95,75.8,257.0,79.6,5.97,160.0,193.0,200.0,RWD,5,SUV,46.3,1818.0,5,1,South Korea,Budget,147499.0,3.27,4.0,352.6642480211082,3.390501319261214,106.16061606160616,1
Volkswagen,ID. Buzz,2024,Long Range,70634.98,89.6,312.0,79.6,5.55,173.0,734.0,693.0,FWD,5,Hatchback,16.1,1613.0,4,1,Germany,Premium,289608.0,3.58,3.0,788.3368303571428,3.482142857142857,455.0526968381897,0
Toyota,bZ4X,2024,Performance,94209.78,108.8,381.0,202.8,2.58,200.0,1000.0,897.0,AWD,5,Coupe,38.8,1660.0,5,0,Japan,Premium,1723.0,3.95,3.0,865.8987132352942,3.5018382352941178,602.4096385542169,0
Mercedes,EQG,2023,Base,82191.2,71.1,281.0,116.5,6.68,154.0,357.0,352.0,RWD,5,Sedan,32.2,1500.0,4,1,Germany,Premium,59566.0,3.91,6.5,1155.9943741209563,3.952180028129396,238.0,1
Audi,e-tron GT,2024,Base,106732.12,80.0,268.0,74.2,7.52,142.0,810.0,693.0,FWD,5,Truck,72.9,2498.0,5,2,Germany,Luxury,48443.0,3.48,6.5,1334.1515,3.35,324.2594075260208,1
Ford,Explorer EV,2026,Premium,97985.03,84.1,304.0,53.7,6.12,167.0,1000.0,909.0,AWD,7,Sedan,39.0,1744.0,5,1,US,Premium,45069.0,3.49,3.0,1165.1014268727706,3.61474435196195,573.3944954128441,0
BYD,Dolphin,2026,Long Range,49411.4,105.1,362.0,91.4,4.89,181.0,512.0,489.0,RWD,7,SUV,38.7,1819.0,4,1,China,Mid-range,124104.0,3.7,4.0,470.1370123691723,3.444338725023787,281.4733369983508,0
Kia,EV6,2023,Base,37474.58,58.6,209.0,135.7,7.4,141.0,306.0,230.0,FWD,5,Truck,52.5,2381.0,5,1,South Korea,Mid-range,67143.0,3.33,4.0,639.4979522184301,3.5665529010238908,128.517429651407,1
BMW,i3,2026,Performance,148406.75,116.4,409.0,231.2,4.17,187.0,1000.0,922.0,AWD,5,Hatchback,25.9,1500.0,4,2,Germany,Luxury,27898.0,3.83,6.0,1274.9720790378003,3.513745704467354,666.6666666666666,0
Tesla,Model X,2021,Premium,97027.76,71.4,235.0,273.3,6.57,150.0,685.0,574.0,AWD,5,Van,69.8,1693.0,4,2,US,Premium,229836.0,3.91,4.0,1358.9322128851538,3.291316526610644,404.6072061429416,1
Mercedes,EQG,2026,Base,129546.31,72.0,248.0,143.1,5.2,174.0,759.0,725.0,AWD,5,Truck,57.9,2639.0,4,1,Germany,Luxury,57503.0,3.59,6.0,1799.2543055555554,3.4444444444444446,287.6089427813566,0
Polestar,2,2025,Performance,93833.94,111.8,383.0,189.1,3.06,200.0,651.0,663.0,AWD,5,Coupe,23.1,1500.0,5,0,Sweden,Premium,6307.0,3.42,4.0,839.3017889087657,3.4257602862254024,434.0,0
Hyundai,i30,2023,Base,37474.79,56.5,218.0,51.4,7.69,134.0,268.0,228.0,FWD,7,Van,74.3,1504.0,4,0,South Korea,Mid-range,129662.0,3.46,3.0,663.2706194690265,3.8584070796460175,178.1914893617021,1
BYD,Atto 3,2024,Base,50360.89,69.3,238.0,62.5,7.82,139.0,602.0,568.0,RWD,7,Sedan,22.9,1615.0,5,1,China,Mid-range,209468.0,3.18,4.0,726.7083694083694,3.4343434343434347,372.75541795665634,1
Kia,Picanto EV,2024,Long Range,57850.5,101.6,350.0,134.1,5.74,162.0,632.0,525.0,AWD,5,Coupe,39.7,1735.0,5,2,South Korea,Mid-range,125554.0,3.47,4.0,569.3946850393701,3.44488188976378,364.2651296829971,0
Kia,Picanto EV,2024,Performance,105759.07,79.7,278.0,170.3,3.07,200.0,1000.0,892.0,AWD,7,Hatchback,16.9,1819.0,3,2,South Korea,Luxury,107830.0,3.56,5.0,1326.964491844417,3.4880803011292345,549.7526113249038,0
Mercedes,EQE,2026,Performance,148924.89,98.3,357.0,181.1,4.1,196.0,945.0,822.0,AWD,7,SUV,61.2,1889.0,4,2,Germany,Luxury,66282.0,3.8,6.5,1515.0039674465922,3.631739572736521,500.26469031233455,0
Kia,Niro EV,2022,Premium,93773.43,61.9,194.0,129.3,6.81,152.0,1000.0,944.0,AWD,5,Truck,60.1,2450.0,5,1,South Korea,Premium,126881.0,3.6,3.0,1514.918093699515,3.134087237479806,408.16326530612247,1
